NIC58	IPR_accession	IPR_description	GO
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR000716	Thyroglobulin type-1	-
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR050098	Tissue factor pathway inhibitor/Kunitz-type serine protease inhibitor-like	GO:0004867(InterPro)|GO:0004867(PANTHER)|GO:0005615(PANTHER)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR036880	Pancreatic trypsin inhibitor Kunitz domain superfamily	GO:0004867(InterPro)
NIC58.10688	IPR006150	Cysteine-rich repeat	-
NIC58.10688	IPR006150	Cysteine-rich repeat	-
NIC58.10688	IPR006150	Cysteine-rich repeat	-
NIC58.10688	IPR006150	Cysteine-rich repeat	-
NIC58.10688	IPR036880	Pancreatic trypsin inhibitor Kunitz domain superfamily	GO:0004867(InterPro)
NIC58.10688	IPR020901	Proteinase inhibitor I2, Kunitz, conserved site	-
NIC58.10688	IPR000716	Thyroglobulin type-1	-
NIC58.10688	IPR036857	Thyroglobulin type-1 superfamily	-
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	GO:0004867(InterPro)
NIC58.10688	IPR036880	Pancreatic trypsin inhibitor Kunitz domain superfamily	GO:0004867(InterPro)
NIC58.1476	IPR000626	Ubiquitin-like domain	GO:0005515(InterPro)
NIC58.1476	IPR038738	Nedd8-like ubiquitin	-
NIC58.1476	IPR000626	Ubiquitin-like domain	GO:0005515(InterPro)
NIC58.1476	IPR019956	Ubiquitin domain	-
NIC58.1476	IPR019956	Ubiquitin domain	-
NIC58.1476	IPR019956	Ubiquitin domain	-
NIC58.1476	IPR019954	Ubiquitin conserved site	-
NIC58.1476	IPR050158	Ubiquitin and ubiquitin-like	-
NIC58.1476	IPR029071	Ubiquitin-like domain superfamily	-
NIC58.1476	IPR000626	Ubiquitin-like domain	GO:0005515(InterPro)
NIC58.4642	-	-	GO:0003333(PANTHER)|GO:0005774(PANTHER)|GO:0015179(PANTHER)|GO:0016020(PANTHER)
NIC58.4642	IPR013057	Amino acid transporter, transmembrane domain	-
NIC58.6425	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
NIC58.6425	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
NIC58.6425	IPR043205	Cytochrome b561/Cytochrome b reductase 1-like	GO:0016491(PANTHER)|GO:0016491(InterPro)
NIC58.6425	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
NIC58.17373	IPR053124	Notch pathway signaling modulators	GO:0005112(PANTHER)|GO:0005615(PANTHER)|GO:0045747(PANTHER)
NIC58.2310	-	-	GO:0045087(PANTHER)
NIC58.2310	IPR055578	Domain of unknown function DUF7154	-
NIC58.2310	IPR055578	Domain of unknown function DUF7154	-
NIC58.5937	IPR016181	Acyl-CoA N-acyltransferase	-
NIC58.5937	IPR009658	Domain of unknown function DUF1248	-
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR002002	Octopamine receptor	GO:0004989(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR002002	Octopamine receptor	GO:0004989(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR002002	Octopamine receptor	GO:0004989(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	-	-	GO:0004930(PANTHER)|GO:0005886(PANTHER)
NIC58.19369	IPR017452	GPCR, rhodopsin-like, 7TM	GO:0016020(InterPro)
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.19369	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.10968	IPR019428	7TM GPCR, serpentine receptor class r (Str)	-
NIC58.1867	IPR022801	Small ribosomal subunit protein uS4	GO:0006364(PANTHER)|GO:0019843(InterPro)|GO:0030515(PANTHER)|GO:0032040(PANTHER)|GO:0034457(PANTHER)|GO:0042274(PANTHER)
NIC58.1867	IPR002942	RNA-binding S4 domain	GO:0003723(InterPro)
NIC58.1867	IPR002942	RNA-binding S4 domain	GO:0003723(InterPro)
NIC58.1867	IPR001912	Small ribosomal subunit protein uS4, N-terminal	GO:0019843(InterPro)
NIC58.1867	IPR001912	Small ribosomal subunit protein uS4, N-terminal	GO:0019843(InterPro)
NIC58.1867	IPR036986	RNA-binding S4 domain superfamily	GO:0003723(InterPro)
NIC58.12877	IPR020846	Major facilitator superfamily domain	GO:0022857(InterPro)
NIC58.12877	IPR036259	MFS transporter superfamily	-
NIC58.12877	IPR050930	Major Facilitator Superfamily Vesicular Transporter	GO:0005277(PANTHER)|GO:0007268(PANTHER)|GO:0022857(PANTHER)|GO:0030121(PANTHER)|GO:0030122(PANTHER)|GO:0043195(PANTHER)
NIC58.12877	IPR004734	Multidrug resistance protein	GO:0016020(InterPro)|GO:0042908(InterPro)|GO:0042910(InterPro)
NIC58.12877	IPR036259	MFS transporter superfamily	-
NIC58.12877	IPR011701	Major facilitator superfamily	GO:0022857(InterPro)|GO:0055085(InterPro)
NIC58.10838	IPR003689	Zinc/iron permease	GO:0016020(InterPro)|GO:0030001(InterPro)|GO:0046873(InterPro)|GO:0055085(InterPro)
NIC58.10838	-	-	GO:0005385(PANTHER)|GO:0006882(PANTHER)|GO:0071577(PANTHER)
NIC58.4409	IPR057471	CHMP7, winged helix domain	-
NIC58.4409	IPR005024	Snf7 family	GO:0007034(InterPro)
NIC58.4409	IPR005024	Snf7 family	GO:0000815(PANTHER)|GO:0005771(PANTHER)|GO:0006900(PANTHER)|GO:0007034(InterPro)|GO:0009898(PANTHER)|GO:0032511(PANTHER)
NIC58.4670	IPR036438	Insulin-like superfamily	-
NIC58.4670	IPR003235	Nematode insulin-like peptide, beta type	GO:0005179(InterPro)|GO:0005576(InterPro)
NIC58.17353	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal	GO:0016627(InterPro)
NIC58.17353	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995(InterPro)
NIC58.17353	IPR009075	Acyl-CoA dehydrogenase/oxidase, C-terminal	GO:0016627(InterPro)
NIC58.17353	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	GO:0016627(InterPro)|GO:0050660(InterPro)
NIC58.17353	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995(InterPro)
NIC58.17353	IPR006091	Acyl-CoA oxidase/dehydrogenase, middle domain	GO:0016627(InterPro)
NIC58.17353	-	-	GO:0003995(PANTHER)
NIC58.17353	IPR046373	Acyl-CoA oxidase/dehydrogenase, middle domain superfamily	GO:0016627(InterPro)
NIC58.17353	IPR037069	Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily	GO:0016627(InterPro)|GO:0050660(InterPro)
NIC58.17353	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	GO:0016627(InterPro)
NIC58.399	IPR003280	Two pore domain potassium channel	GO:0005267(InterPro)|GO:0005886(PANTHER)|GO:0015271(PANTHER)|GO:0016020(InterPro)|GO:0022841(PANTHER)|GO:0030322(PANTHER)|GO:0071805(PANTHER)|GO:0071805(InterPro)
NIC58.399	IPR003280	Two pore domain potassium channel	GO:0005267(InterPro)|GO:0016020(InterPro)|GO:0071805(InterPro)
NIC58.399	IPR003280	Two pore domain potassium channel	GO:0005267(InterPro)|GO:0016020(InterPro)|GO:0071805(InterPro)
NIC58.399	IPR013099	Potassium channel domain	-
NIC58.399	IPR013099	Potassium channel domain	-
NIC58.16338	IPR011009	Protein kinase-like domain superfamily	-
NIC58.16338	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.16338	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.16338	IPR050235	Casein Kinase 1 Ser/Thr Protein Kinase	-
NIC58.16338	IPR017441	Protein kinase, ATP binding site	GO:0005524(InterPro)
NIC58.16338	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.14596	IPR011009	Protein kinase-like domain superfamily	-
NIC58.14596	IPR004147	ABC1 atypical kinase-like domain	-
NIC58.14596	IPR029039	Flavoprotein-like superfamily	-
NIC58.14596	IPR029039	Flavoprotein-like superfamily	-
NIC58.14596	IPR008254	Flavodoxin/nitric oxide synthase	GO:0010181(InterPro)
NIC58.14596	IPR052402	ADCK protein kinase	GO:0005739(PANTHER)
NIC58.14596	IPR011009	Protein kinase-like domain superfamily	-
NIC58.14596	IPR008254	Flavodoxin/nitric oxide synthase	GO:0010181(InterPro)
NIC58.4669	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.4669	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.4669	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.4669	IPR008271	Serine/threonine-protein kinase, active site	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.4669	IPR050235	Casein Kinase 1 Ser/Thr Protein Kinase	-
NIC58.4669	IPR011009	Protein kinase-like domain superfamily	-
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR005821	Ion transport domain	GO:0005216(InterPro)|GO:0006811(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR002153	Transient receptor potential channel, canonical	GO:0005262(InterPro)|GO:0016020(InterPro)|GO:0070588(InterPro)
NIC58.2942	IPR002153	Transient receptor potential channel, canonical	GO:0005262(InterPro)|GO:0016020(InterPro)|GO:0070588(InterPro)
NIC58.2942	IPR002110	Ankyrin repeat	GO:0005515(InterPro)
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.2942	IPR036770	Ankyrin repeat-containing domain superfamily	-
NIC58.19761	IPR030398	DG-type SEA domain	-
NIC58.19761	-	-	GO:0002009(PANTHER)|GO:0007411(PANTHER)|GO:0016011(PANTHER)|GO:0016203(PANTHER)|GO:0021675(PANTHER)|GO:0042383(PANTHER)|GO:0043236(PANTHER)
NIC58.19761	IPR008465	Dystroglycan, C-terminal	GO:0016010(InterPro)
NIC58.14678	IPR009604	LsmAD domain	-
NIC58.14678	IPR045117	Ataxin2-like	GO:0003723(InterPro)|GO:0003729(PANTHER)|GO:0010494(PANTHER)|GO:0034063(PANTHER)
NIC58.14678	IPR025852	Ataxin 2, SM domain	-
NIC58.6503	IPR019430	7TM GPCR, serpentine receptor class x (Srx)	-
NIC58.8416	IPR011009	Protein kinase-like domain superfamily	-
NIC58.8416	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.8416	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.8416	IPR051931	Serine/threonine-protein kinase PAK 3-like	-
NIC58.7999	IPR002601	C6 domain	-
NIC58.7999	IPR002601	C6 domain	-
NIC58.7204	IPR035914	Spermadhesin, CUB domain superfamily	-
NIC58.7204	IPR000859	CUB domain	-
NIC58.7204	IPR000859	CUB domain	-
NIC58.7204	IPR000859	CUB domain	-
NIC58.7204	IPR000859	CUB domain	-
NIC58.7204	IPR035914	Spermadhesin, CUB domain superfamily	-
NIC58.7204	IPR000859	CUB domain	-
NIC58.7204	IPR035914	Spermadhesin, CUB domain superfamily	-
NIC58.7204	IPR035914	Spermadhesin, CUB domain superfamily	-
NIC58.7204	IPR000859	CUB domain	-
NIC58.7204	IPR000859	CUB domain	-
NIC58.7204	IPR000859	CUB domain	-
NIC58.9057	IPR050920	Nematode receptor-like class delta	-
NIC58.9057	IPR019421	7TM GPCR, serpentine receptor class d (Srd)	-
NIC58.19281	IPR051697	Patched domain-containing protein	GO:0005886(PANTHER)|GO:0006897(PANTHER)|GO:0016020(PANTHER)|GO:0018996(PANTHER)|GO:0030659(PANTHER)
NIC58.19281	IPR000731	Sterol-sensing domain	-
NIC58.19281	IPR003392	Patched domain-containing protein, SSD domain	GO:0016020(InterPro)
NIC58.7213	IPR019425	7TM GPCR, serpentine receptor class t (Srt)	-
NIC58.7213	IPR019425	7TM GPCR, serpentine receptor class t (Srt)	-
NIC58.7213	IPR019425	7TM GPCR, serpentine receptor class t (Srt)	-
NIC58.780	IPR012340	Nucleic acid-binding, OB-fold	-
NIC58.780	IPR012340	Nucleic acid-binding, OB-fold	-
NIC58.780	IPR002059	Cold-shock protein Csp, DNA-binding	GO:0003676(InterPro)
NIC58.780	IPR050181	Cold shock domain-containing protein	-
NIC58.780	IPR011129	Cold-shock domain	GO:0003676(InterPro)
NIC58.780	IPR002059	Cold-shock protein Csp, DNA-binding	GO:0003676(InterPro)
NIC58.780	IPR002059	Cold-shock protein Csp, DNA-binding	GO:0003676(InterPro)
NIC58.780	IPR002059	Cold-shock protein Csp, DNA-binding	GO:0003676(InterPro)
NIC58.780	IPR002059	Cold-shock protein Csp, DNA-binding	GO:0003676(InterPro)
NIC58.780	IPR002059	Cold-shock protein Csp, DNA-binding	GO:0003676(InterPro)
NIC58.780	IPR019844	Cold-shock domain, conserved site	-
NIC58.2007	-	-	GO:0009790(PANTHER)
NIC58.2459	IPR001304	C-type lectin-like	-
NIC58.2459	IPR002035	von Willebrand factor, type A	-
NIC58.2459	IPR002035	von Willebrand factor, type A	-
NIC58.2459	IPR016186	C-type lectin-like/link domain superfamily	-
NIC58.2459	IPR001304	C-type lectin-like	-
NIC58.2459	IPR036465	von Willebrand factor A-like domain superfamily	-
NIC58.2459	-	-	GO:0045087(PANTHER)
NIC58.2459	IPR002035	von Willebrand factor, type A	-
NIC58.2459	IPR001304	C-type lectin-like	-
NIC58.2459	IPR016187	C-type lectin fold	-
NIC58.2459	IPR036465	von Willebrand factor A-like domain superfamily	-
NIC58.6933	IPR040264	Uncharacterized protein T15H9.4-like	-
NIC58.6933	IPR036034	PDZ superfamily	GO:0005515(InterPro)
NIC58.10381	IPR006583	PAN-3 domain	-
NIC58.10381	IPR006583	PAN-3 domain	-
NIC58.10381	IPR016187	C-type lectin fold	-
NIC58.10381	IPR016186	C-type lectin-like/link domain superfamily	-
NIC58.10381	IPR016186	C-type lectin-like/link domain superfamily	-
NIC58.10381	IPR016187	C-type lectin fold	-
NIC58.10381	IPR016187	C-type lectin fold	-
NIC58.10381	IPR006583	PAN-3 domain	-
NIC58.10381	IPR006583	PAN-3 domain	-
NIC58.5343	IPR004151	7TM GPCR, serpentine receptor class e (Sre)	GO:0007606(InterPro)|GO:0016020(InterPro)
NIC58.10788	IPR001878	Zinc finger, CCHC-type	GO:0003676(InterPro)|GO:0008270(InterPro)
NIC58.10788	IPR045071	KH domain-containing BBP-like	GO:0003729(PANTHER)|GO:0005634(PANTHER)|GO:0048024(PANTHER)
NIC58.10788	IPR004087	K Homology domain	GO:0003676(InterPro)
NIC58.10788	IPR036875	Zinc finger, CCHC-type superfamily	GO:0003676(InterPro)|GO:0008270(InterPro)
NIC58.10788	IPR032570	Splicing factor 1, helix-hairpin domain	-
NIC58.10788	IPR036612	K Homology domain, type 1 superfamily	GO:0003723(InterPro)
NIC58.10788	IPR036612	K Homology domain, type 1 superfamily	GO:0003723(InterPro)
NIC58.10788	IPR047086	Splicing factor 1, helix-hairpin domain superfamily	-
NIC58.10788	IPR001878	Zinc finger, CCHC-type	GO:0003676(InterPro)|GO:0008270(InterPro)
NIC58.10788	IPR001878	Zinc finger, CCHC-type	GO:0003676(InterPro)|GO:0008270(InterPro)
NIC58.10788	IPR001878	Zinc finger, CCHC-type	GO:0003676(InterPro)|GO:0008270(InterPro)
NIC58.10788	IPR055256	KHDC4/BBP-like, KH-domain type I	-
NIC58.3104	IPR000612	Proteolipid membrane potential modulator	GO:0016020(InterPro)
NIC58.3104	IPR000612	Proteolipid membrane potential modulator	GO:0016020(InterPro)
NIC58.15271	IPR017441	Protein kinase, ATP binding site	GO:0005524(InterPro)
NIC58.15271	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.15271	IPR036418	Cytochrome c oxidase, subunit VIa superfamily	-
NIC58.15271	IPR018507	Cytochrome c oxidase, subunit VIa, conserved site	GO:0005743(InterPro)
NIC58.15271	IPR011009	Protein kinase-like domain superfamily	-
NIC58.15271	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.15271	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.15271	IPR001349	Cytochrome c oxidase, subunit VIa	GO:0005743(InterPro)
NIC58.15271	IPR001349	Cytochrome c oxidase, subunit VIa	GO:0005743(InterPro)
NIC58.15271	IPR036418	Cytochrome c oxidase, subunit VIa superfamily	-
NIC58.15271	IPR008271	Serine/threonine-protein kinase, active site	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.15271	IPR050235	Casein Kinase 1 Ser/Thr Protein Kinase	-
NIC58.13391	IPR013822	Signal recognition particle SRP54, helical bundle	GO:0005525(InterPro)|GO:0006614(InterPro)
NIC58.13391	IPR042101	Signal recognition particle SRP54, N-terminal domain superfamily	-
