Orthogroup	Ce_transcript	Ct_transcript
OG0006153	transcript_ZK1290.5.1	transcript_NIC58.4514.1
OG0006154	transcript_ZK1290.12.1	transcript_NIC58.4513.1
OG0006155	transcript_ZK1290.8.1	transcript_NIC58.4512.1
OG0006156	transcript_ZK1290.13.1	transcript_NIC58.4511.1
OG0006157	transcript_ZK1290.4c.1	transcript_NIC58.4510.1
OG0006158	transcript_ZK1290.2a.1	transcript_NIC58.4508.2
OG0006159	transcript_ZK1290.10.1	transcript_NIC58.4507.1
OG0006160	transcript_ZK1290.14.2	transcript_NIC58.4506.1
OG0006161	transcript_ZK1290.11.1	transcript_NIC58.4505.1
OG0006162	transcript_ZK1290.1.1	transcript_NIC58.4504.1
OG0006163	transcript_F35D2.3.1	transcript_NIC58.4503.1
OG0006164	transcript_F35D2.6.1	transcript_NIC58.4501.1
OG0006165	transcript_F35D2.4.1	transcript_NIC58.4500.1
OG0006166	transcript_F35D2.5a.1	transcript_NIC58.4499.3
OG0006167	transcript_R07G3.5.1	transcript_NIC58.4498.1
OG0006168	transcript_R07G3.3d.1	transcript_NIC58.4496.3
OG0006169	transcript_R07G3.6.1	transcript_NIC58.4497.1
OG0006170	transcript_R07G3.7a.1	transcript_NIC58.4494.1
OG0006171	transcript_R07G3.9.1	transcript_NIC58.4493.1
OG0006172	transcript_R07G3.1.1	transcript_NIC58.4492.1
OG0006173	transcript_R07G3.8.1	transcript_NIC58.4491.1
OG0006174	transcript_R153.1d.1	transcript_NIC58.4490.2
OG0006175	transcript_F18A1.6b.1	transcript_NIC58.4489.1
OG0006176	transcript_F18A1.7.1	transcript_NIC58.4488.1
OG0006177	transcript_F18A1.3b.1	transcript_NIC58.4486.2
OG0006178	transcript_F18A1.2d.1	transcript_NIC58.4485.1
OG0006179	transcript_F18A1.8.1	transcript_NIC58.4483.2
OG0006180	transcript_B0495.5.2	transcript_NIC58.4479.1
OG0006181	transcript_B0495.6.1	transcript_NIC58.4478.1
OG0006182	transcript_B0495.7.1	transcript_NIC58.4476.3
OG0006183	transcript_B0495.8a.1	transcript_NIC58.4475.3
OG0006184	transcript_B0495.9.1	transcript_NIC58.4474.1
OG0006185	transcript_B0495.10a.1	transcript_NIC58.4472.1
OG0006186	transcript_B0228.4c.1	transcript_NIC58.4471.4
OG0006187	transcript_B0228.6.1	transcript_NIC58.4469.1
OG0006188	transcript_B0228.1.1	transcript_NIC58.4468.1
OG0006190	transcript_C06A8.7.1	transcript_NIC58.4466.1
OG0006191	transcript_C06A8.8a.1	transcript_NIC58.4464.1
OG0006192	transcript_C06A8.1a.1	transcript_NIC58.4462.4
OG0006193	transcript_C06A8.5.1	transcript_NIC58.4461.1
OG0006194	transcript_C06A8.9a.1	transcript_NIC58.4456.2
OG0006195	transcript_T05A6.1.1	transcript_NIC58.4455.3
OG0006196	transcript_T05A6.2b.1	transcript_NIC58.4453.1
OG0006197	transcript_T09A5.14.1	transcript_NIC58.4452.1
OG0006198	transcript_T09A5.1a.1	transcript_NIC58.4451.1
OG0006199	transcript_T09A5.2a.1	transcript_NIC58.4450.2
OG0006200	transcript_T09A5.3.1	transcript_NIC58.4447.1
OG0006201	transcript_T09A5.4.1	transcript_NIC58.4448.2
OG0006202	transcript_T09A5.5.1	transcript_NIC58.4446.1
OG0006203	transcript_T09A5.6.1	transcript_NIC58.4445.1
OG0006204	transcript_T09A5.7.1	transcript_NIC58.4444.1
OG0006205	transcript_T09A5.15.1	transcript_NIC58.4442.1
OG0006206	transcript_T09A5.9.1	transcript_NIC58.4441.1
OG0006207	transcript_T09A5.11.1	transcript_NIC58.4440.1
OG0006208	transcript_T09A5.12.1	transcript_NIC58.4439.1
OG0006209	transcript_T01H3.2.1	transcript_NIC58.4438.1
OG0006210	transcript_T01H3.1.1	transcript_NIC58.4437.3
OG0006211	transcript_T01H3.5.1	transcript_NIC58.4436.2
OG0006212	transcript_T01H3.4.1	transcript_NIC58.4435.1
OG0006213	transcript_ZK675.2.1	transcript_NIC58.4433.1
OG0006214	transcript_ZK675.3a.1	transcript_NIC58.4430.2
OG0006215	transcript_ZK675.4.1	transcript_NIC58.4431.1
OG0006216	transcript_ZK669.1a.1	transcript_NIC58.4432.2
OG0006217	transcript_ZK669.2.1	transcript_NIC58.4429.1
OG0006218	transcript_ZK669.3.1	transcript_NIC58.4428.1
OG0006219	transcript_ZK669.4.1	transcript_NIC58.4427.2
OG0006220	transcript_ZK669.5a.1	transcript_NIC58.4426.2
OG0006221	transcript_C04H4.1.1	transcript_NIC58.4425.1
OG0006222	transcript_DH11.5d.1	transcript_NIC58.4424.3
OG0006223	transcript_DH11.3.2	transcript_NIC58.3354.1
OG0006224	transcript_DH11.1a.1	transcript_NIC58.3357.1
OG0006225	transcript_DH11.2.1	transcript_NIC58.3359.1
OG0006226	transcript_C08B11.2.1	transcript_NIC58.3361.3
OG0006227	transcript_C08B11.3a.1	transcript_NIC58.3362.3
OG0006228	transcript_C08B11.4.1	transcript_NIC58.3363.2
OG0006229	transcript_C08B11.9.1	transcript_NIC58.3371.1
OG0006230	transcript_C08B11.8.2	transcript_NIC58.3397.1
OG0006231	transcript_T05H10.2.1	transcript_NIC58.3420.1
OG0006232	transcript_T05H10.4a.1	transcript_NIC58.3400.2
OG0006233	transcript_T05H10.8.1	transcript_NIC58.3401.1
OG0006234	transcript_T05H10.6b.1	transcript_NIC58.3403.1
OG0006235	transcript_T05H10.7a.1	transcript_NIC58.3404.2
OG0006236	transcript_K02C4.2.1	transcript_NIC58.3405.1
OG0006237	transcript_K02C4.5.1	transcript_NIC58.3406.1
OG0006238	transcript_K02C4.4a.1	transcript_NIC58.3408.1
OG0006239	transcript_C41C4.10a.1	transcript_NIC58.3409.1
OG0006240	transcript_C41C4.1.1	transcript_NIC58.3411.1
OG0006241	transcript_C41C4.3.1	transcript_NIC58.3412.2
OG0006242	transcript_C41C4.4a.1	transcript_NIC58.3337.1
OG0006243	transcript_C41C4.5e.1	transcript_NIC58.3336.5
OG0006244	transcript_C41C4.7a.1	transcript_NIC58.3333.1
OG0006245	transcript_F10B5.8.1	transcript_NIC58.3331.1
OG0006246	transcript_F10B5.1.1	transcript_NIC58.3330.1
OG0006247	transcript_F10B5.2.1	transcript_NIC58.3329.2
OG0006248	transcript_F10B5.3.1	transcript_NIC58.3328.1
OG0006249	transcript_F10B5.4.1	transcript_NIC58.3327.1
OG0006250	transcript_F10B5.9.1	transcript_NIC58.3326.1
OG0006251	transcript_F10B5.5.1	transcript_NIC58.3324.1
OG0006252	transcript_F10B5.6.1	transcript_NIC58.3323.1
OG0006253	transcript_F10B5.7.1	transcript_NIC58.3322.1
OG0006254	transcript_T05C12.11b.1	transcript_NIC58.3321.1
OG0006255	transcript_T05C12.2.1	transcript_NIC58.3316.3
OG0006256	transcript_T05C12.4.1	transcript_NIC58.3338.1
OG0006257	transcript_T05C12.5.1	transcript_NIC58.3342.1
OG0006258	transcript_T05C12.6a.1	transcript_NIC58.3343.2
OG0006259	transcript_T05C12.7.1	transcript_NIC58.3344.1
OG0006260	transcript_T05C12.8.1	transcript_NIC58.3345.1
OG0006261	transcript_T05C12.9.1	transcript_NIC58.3315.2
OG0006262	transcript_T05C12.10.1	transcript_NIC58.3314.1
OG0006263	transcript_M110.1.1	transcript_NIC58.3313.1
OG0006264	transcript_M110.8b.1	transcript_NIC58.3312.1
OG0006265	transcript_M110.2.1	transcript_NIC58.3310.1
OG0006266	transcript_M110.4e.1	transcript_NIC58.3308.2
OG0006267	transcript_M110.5e.1	transcript_NIC58.3307.3
OG0006268	transcript_M110.7.1	transcript_NIC58.3353.1
OG0006269	transcript_F35C11.1.1	transcript_NIC58.3348.1
OG0006270	transcript_F35C11.4.1	transcript_NIC58.3346.1
OG0006271	transcript_F35C11.7.1	transcript_NIC58.3427.1
OG0006272	transcript_F35C11.6.1	transcript_NIC58.3428.1
OG0006273	transcript_K01C8.1.2	transcript_NIC58.3429.1
OG0006274	transcript_K01C8.2.1	transcript_NIC58.3430.1
OG0006275	transcript_K01C8.3b.1	transcript_NIC58.3431.1
OG0006276	transcript_K01C8.5.1	transcript_NIC58.3432.1
OG0006277	transcript_K01C8.7a.1	transcript_NIC58.3433.1
OG0006278	transcript_K01C8.6.1	transcript_NIC58.3434.1
OG0006279	transcript_K01C8.8.1	transcript_NIC58.3435.1
OG0006280	transcript_K01C8.9.1	transcript_NIC58.3436.1
OG0006281	transcript_F14F11.2.1	transcript_NIC58.3208.1
OG0006282	transcript_C26D10.1.1	transcript_NIC58.3192.2
OG0006283	transcript_C26D10.3.1	transcript_NIC58.3191.1
OG0006284	transcript_C26D10.2a.1	transcript_NIC58.3190.4
OG0006285	transcript_C26D10.4.1	transcript_NIC58.3188.1
OG0006286	transcript_C26D10.6a.1	transcript_NIC58.3186.2
OG0006287	transcript_M195.1.1	transcript_NIC58.3185.2
OG0006288	transcript_M195.2b.1	transcript_NIC58.3184.2
OG0006289	transcript_M195.3.1	transcript_NIC58.3183.1
OG0006290	transcript_F49E12.12.1	transcript_NIC58.3448.1
OG0006291	transcript_F49E12.9a.1	transcript_NIC58.3447.1
OG0006292	transcript_F49E12.10.1	transcript_NIC58.3446.1
OG0006293	transcript_F49E12.8.1	transcript_NIC58.3441.1
OG0006294	transcript_F49E12.7.1	transcript_NIC58.3442.1
OG0006295	transcript_F49E12.1.1	transcript_NIC58.3444.1
OG0006296	transcript_F49E12.4.1	transcript_NIC58.3445.1
OG0006297	transcript_F49E12.5a.1	transcript_NIC58.3440.1
OG0006298	transcript_F49E12.6.1	transcript_NIC58.3439.2
OG0006299	transcript_F14E5.2a.1	transcript_NIC58.3266.2
OG0006300	transcript_F14E5.5.1	transcript_NIC58.3269.1
OG0006301	transcript_F22B5.2a.1	transcript_NIC58.3270.1
OG0006302	transcript_F22B5.1.1	transcript_NIC58.3271.1
OG0006303	transcript_F22B5.4.1	transcript_NIC58.3273.1
OG0006304	transcript_F22B5.5.1	transcript_NIC58.3247.1
OG0006305	transcript_F22B5.6.1	transcript_NIC58.3246.1
OG0006306	transcript_M05D6.4.1	transcript_NIC58.3243.1
OG0006307	transcript_M05D6.5a.1	transcript_NIC58.3244.1
OG0006308	transcript_M05D6.6.2	transcript_NIC58.3242.1
OG0006309	transcript_M05D6.7.1	transcript_NIC58.3241.2
OG0006310	transcript_T13H5.1c.1	transcript_NIC58.3230.3
OG0006311	transcript_M05D6.9b.1	transcript_NIC58.3231.1
OG0006312	transcript_T13H5.2a.1	transcript_NIC58.3245.1
OG0006313	transcript_T13H5.8.1	transcript_NIC58.3240.2
OG0006314	transcript_T13H5.3.1	transcript_NIC58.3237.1
OG0006315	transcript_T13H5.4.1	transcript_NIC58.3236.1
OG0006316	transcript_T13H5.5.1	transcript_NIC58.3235.1
OG0006317	transcript_T13H5.6.1	transcript_NIC58.3233.1
OG0006318	transcript_W01C9.1a.1	transcript_NIC58.3234.1
OG0006319	transcript_W01C9.2.1	transcript_NIC58.3126.1
OG0006320	transcript_W01C9.3b.1	transcript_NIC58.3265.4
OG0006321	transcript_W01C9.5b.1	transcript_NIC58.3255.1
OG0006322	transcript_F54C9.1.2	transcript_NIC58.3254.1
OG0006323	transcript_F54C9.14.1	transcript_NIC58.3253.1
OG0006324	transcript_F54C9.2.1	transcript_NIC58.3252.1
OG0006325	transcript_F54C9.4.1	transcript_NIC58.3251.1
OG0006326	transcript_F54C9.5.1	transcript_NIC58.3250.1
OG0006327	transcript_F54C9.6.2	transcript_NIC58.3249.1
OG0006328	transcript_F54C9.7.1	transcript_NIC58.3248.2
OG0006329	transcript_F54C9.9.1	transcript_NIC58.3129.1
OG0006330	transcript_F54C9.10.1	transcript_NIC58.3128.2
OG0006331	transcript_F54C9.11.1	transcript_NIC58.3127.1
OG0006332	transcript_F28C6.4a.1	transcript_NIC58.3133.1
OG0006333	transcript_F28C6.5.1	transcript_NIC58.3134.1
OG0006334	transcript_F28C6.3.1	transcript_NIC58.3135.1
OG0006335	transcript_F28C6.7a.1	transcript_NIC58.3136.1
OG0006336	transcript_F28C6.6.1	transcript_NIC58.3137.1
OG0006337	transcript_F28C6.8b.1	transcript_NIC58.3138.1
OG0006338	transcript_F28C6.10.1	transcript_NIC58.3139.1
OG0006339	transcript_F28C6.9a.1	transcript_NIC58.3140.1
OG0006340	transcript_T22C8.1.1	transcript_NIC58.3131.1
OG0006341	transcript_T22C8.2.1	transcript_NIC58.3141.1
OG0006342	transcript_T22C8.5.1	transcript_NIC58.3143.1
OG0006343	transcript_T22C8.6.1	transcript_NIC58.3144.1
OG0006344	transcript_T22C8.7a.1	transcript_NIC58.3169.1
OG0006345	transcript_T22C8.8.1	transcript_NIC58.3168.1
OG0006346	transcript_D2085.7a.1	transcript_NIC58.3167.1
OG0006347	transcript_D2085.1.1	transcript_NIC58.3166.1
OG0006348	transcript_D2085.2.1	transcript_NIC58.3165.1
OG0006349	transcript_D2085.6.1	transcript_NIC58.3164.1
OG0006350	transcript_D2085.3.1	transcript_NIC58.3163.1
OG0006351	transcript_D2085.4.1	transcript_NIC58.3162.2
OG0006352	transcript_D2085.5k.1	transcript_NIC58.3160.1
OG0006353	transcript_C34C6.3.1	transcript_NIC58.3159.1
OG0006354	transcript_C34C6.4.1	transcript_NIC58.3158.1
OG0006355	transcript_C34C6.5a.1	transcript_NIC58.17017.1
OG0006356	transcript_C34C6.6a.1	transcript_NIC58.3156.1
OG0006357	transcript_C34C6.7a.1	transcript_NIC58.3153.1
OG0006358	transcript_T01B7.3.1	transcript_NIC58.4344.1
OG0006359	transcript_T01B7.4.1	transcript_NIC58.4343.1
OG0006360	transcript_T01B7.5a.2	transcript_NIC58.4342.1
OG0006361	transcript_T01B7.6.1	transcript_NIC58.4341.1
OG0006362	transcript_T01B7.9.1	transcript_NIC58.4340.1
OG0006363	transcript_T01B7.7.1	transcript_NIC58.4339.1
OG0006364	transcript_K08F8.1a.1	transcript_NIC58.4336.1
OG0006365	transcript_K08F8.2.1	transcript_NIC58.4334.1
OG0006366	transcript_K08F8.7.1	transcript_NIC58.4333.1
OG0006367	transcript_K08F8.3.2	transcript_NIC58.4332.1
OG0006368	transcript_K08F8.4a.1	transcript_NIC58.4348.2
OG0006369	transcript_K08F8.5a.1	transcript_NIC58.4349.1
OG0006370	transcript_K08F8.6.1	transcript_NIC58.4350.1
OG0006371	transcript_F07H5.2.1	transcript_NIC58.4351.1
OG0006372	transcript_F07H5.6.1	transcript_NIC58.4356.1
OG0006373	transcript_F07H5.7.1	transcript_NIC58.4357.1
OG0006374	transcript_F07H5.8.1	transcript_NIC58.4358.1
OG0006375	transcript_F46C5.9.1	transcript_NIC58.4360.5
OG0006376	transcript_F46C5.8.1	transcript_NIC58.4361.1
OG0006377	transcript_F46C5.10.1	transcript_NIC58.4363.1
OG0006378	transcript_F46C5.1.1	transcript_NIC58.4364.1
OG0006379	transcript_F46C5.3.1	transcript_NIC58.4365.1
OG0006380	transcript_F46C5.2.1	transcript_NIC58.4366.1
OG0006381	transcript_F46C5.4.2	transcript_NIC58.4367.1
OG0006382	transcript_F46C5.7.1	transcript_NIC58.4368.1
OG0006383	transcript_F46C5.6.1	transcript_NIC58.4369.3
OG0006384	transcript_T14D7.1.1	transcript_NIC58.4370.1
OG0006385	transcript_T14D7.2.1	transcript_NIC58.4371.1
OG0006386	transcript_T07D4.1.1	transcript_NIC58.4372.2
OG0006387	transcript_T07D4.2b.1	transcript_NIC58.4373.2
OG0006388	transcript_T07D4.3a.1	transcript_NIC58.4374.3
OG0006389	transcript_T07D4.4a.1	transcript_NIC58.4375.1
OG0006390	transcript_B0457.1a.1	transcript_NIC58.4376.1
OG0006391	transcript_B0457.6.1	transcript_NIC58.4377.1
OG0006392	transcript_B0457.2.1	transcript_NIC58.4378.2
OG0006393	transcript_T21B10.7.1	transcript_NIC58.4379.1
OG0006394	transcript_T21B10.1.1	transcript_NIC58.4380.1
OG0006395	transcript_T21B10.2c.1	transcript_NIC58.4381.2
OG0006396	transcript_T21B10.3.1	transcript_NIC58.4382.1
OG0006397	transcript_T21B10.5a.1	transcript_NIC58.4383.1
OG0006398	transcript_T21B10.6.1	transcript_NIC58.4385.1
OG0006399	transcript_C18E9.10a.1	transcript_NIC58.4388.1
OG0006400	transcript_C18E9.1.1	transcript_NIC58.4387.1
OG0006401	transcript_C18E9.4.1	transcript_NIC58.4389.1
OG0006402	transcript_C18E9.2a.1	transcript_NIC58.4390.2
OG0006403	transcript_C18E9.3d.1	transcript_NIC58.4391.1
OG0006404	transcript_C18E9.5.1	transcript_NIC58.4392.1
OG0006405	transcript_C18E9.7.1	transcript_NIC58.4393.1
OG0006406	transcript_C18E9.9.1	transcript_NIC58.4395.2
OG0006407	transcript_F44G4.1.1	transcript_NIC58.4398.1
OG0006408	transcript_F44G4.2.1	transcript_NIC58.4399.1
OG0006409	transcript_F44G4.3.1	transcript_NIC58.4400.1
OG0006410	transcript_F44G4.4c.1	transcript_NIC58.4401.4
OG0006411	transcript_F44G4.5.1	transcript_NIC58.4402.1
OG0006412	transcript_F44G4.6a.1	transcript_NIC58.4403.2
OG0006413	transcript_F44G4.7.1	transcript_NIC58.4404.1
OG0006414	transcript_F44G4.8a.1	transcript_NIC58.4405.1
OG0006415	transcript_F37B12.1.1	transcript_NIC58.4406.2
OG0006416	transcript_F37B12.2.1	transcript_NIC58.4407.2
OG0006417	transcript_T24B8.7a.1	transcript_NIC58.4408.3
OG0006418	transcript_T24B8.2.1	transcript_NIC58.4409.1
OG0006419	transcript_T24B8.1a.1	transcript_NIC58.4410.1
OG0006420	transcript_T24B8.4a.1	transcript_NIC58.4413.1
OG0006421	transcript_T24B8.6.1	transcript_NIC58.4415.1
OG0006422	transcript_C07H4.1b.1	transcript_NIC58.4416.2
OG0006423	transcript_C07H4.2.1	transcript_NIC58.4417.2
OG0006424	transcript_T24H10.1.1	transcript_NIC58.4418.2
OG0006425	transcript_T24H10.6.1	transcript_NIC58.4419.1
OG0006426	transcript_T24H10.3.1	transcript_NIC58.4420.1
OG0006427	transcript_T24H10.4.1	transcript_NIC58.4421.4
OG0006428	transcript_T24H10.7a.1	transcript_NIC58.4422.3
OG0006429	transcript_C16D2.1a.1	transcript_NIC58.4423.1
OG0006430	transcript_C16D2.2.1	transcript_NIC58.3098.1
OG0006431	transcript_W07A12.4b.1	transcript_NIC58.3214.3
OG0006432	transcript_W07A12.8.1	transcript_NIC58.3228.1
OG0006433	transcript_T23G7.3.1	transcript_NIC58.3227.1
OG0006434	transcript_T23G7.2a.1	transcript_NIC58.3226.1
OG0006435	transcript_T23G7.1.1	transcript_NIC58.3225.1
OG0006436	transcript_T23G7.4.1	transcript_NIC58.3223.1
OG0006437	transcript_T23G7.5a.1	transcript_NIC58.3222.1
OG0006438	transcript_ZK1067.5.1	transcript_NIC58.3221.2
OG0006439	transcript_ZK1067.1d.1	transcript_NIC58.3220.4
OG0006440	transcript_ZK1067.4.1	transcript_NIC58.3219.1
OG0006441	transcript_ZK1067.2b.1	transcript_NIC58.3113.1
OG0006442	transcript_ZK1067.7.1	transcript_NIC58.3099.2
OG0006443	transcript_T26C5.1.1	transcript_NIC58.3215.1
OG0006444	transcript_T26C5.2.1	transcript_NIC58.3213.1
OG0006445	transcript_T26C5.3a.1	transcript_NIC58.3217.1
OG0006446	transcript_T26C5.5.1	transcript_NIC58.3218.1
OG0006447	transcript_T26C5.4.1	transcript_NIC58.3216.1
OG0006448	transcript_H32K21.1.1	transcript_NIC58.3212.1
OG0006449	transcript_C01G6.1a.1	transcript_NIC58.3210.1
OG0006450	transcript_C01G6.3.1	transcript_NIC58.3209.1
OG0006451	transcript_C01G6.6a.1	transcript_NIC58.3107.1
OG0006452	transcript_C01G6.7.1	transcript_NIC58.3102.1
OG0006453	transcript_C01G6.9.1	transcript_NIC58.3101.1
OG0006454	transcript_C01G6.8a.1	transcript_NIC58.3124.1
OG0006455	transcript_D2013.3.1	transcript_NIC58.3123.1
OG0006456	transcript_D2013.1.1	transcript_NIC58.3121.1
OG0006457	transcript_D2013.10.1	transcript_NIC58.3120.1
OG0006458	transcript_D2013.5.1	transcript_NIC58.3119.1
OG0006459	transcript_D2013.6.1	transcript_NIC58.3118.1
OG0006460	transcript_D2013.8a.1	transcript_NIC58.3116.2
OG0006461	transcript_F42A8.1.1	transcript_NIC58.3112.3
OG0006462	transcript_F42A8.2.1	transcript_NIC58.3148.1
OG0006463	transcript_F42A8.3.1	transcript_NIC58.3147.1
OG0006464	transcript_C06C3.1c.1	transcript_NIC58.3146.3
OG0006465	transcript_C06C3.3.1	transcript_NIC58.3155.1
OG0006466	transcript_Y51B9A.6a.1	transcript_NIC58.3749.1
OG0006467	transcript_M176.2.1	transcript_NIC58.3970.1
OG0006468	transcript_M176.4.2	transcript_NIC58.3971.1
OG0006469	transcript_M176.11.1	transcript_NIC58.3972.1
OG0006470	transcript_M176.10a.1	transcript_NIC58.3973.1
OG0006471	transcript_M176.5.1	transcript_NIC58.3974.1
OG0006472	transcript_T19H5.7.1	transcript_NIC58.3979.1
OG0006473	transcript_T19H5.4.1	transcript_NIC58.3980.1
OG0006474	transcript_F35H8.12.1	transcript_NIC58.3093.1
OG0006475	transcript_F35H8.1.1	transcript_NIC58.3845.1
OG0006476	transcript_F35H8.2.1	transcript_NIC58.3082.1
OG0006477	transcript_F35H8.3.1	transcript_NIC58.3081.1
OG0006478	transcript_F35H8.4.1	transcript_NIC58.16277.1
OG0006479	transcript_F35H8.5a.1	transcript_NIC58.3080.2
OG0006480	transcript_F35H8.6.1	transcript_NIC58.3086.2
OG0006481	transcript_E02H1.2.1	transcript_NIC58.3087.1
OG0006482	transcript_E02H1.4.2	transcript_NIC58.3088.1
OG0006483	transcript_E02H1.5.1	transcript_NIC58.3089.1
OG0006484	transcript_E02H1.6.1	transcript_NIC58.3090.1
OG0006485	transcript_E02H1.8.1	transcript_NIC58.3091.1
OG0006486	transcript_E02H1.7.2	transcript_NIC58.3092.1
OG0006487	transcript_T15H9.3.1	transcript_NIC58.3824.1
OG0006488	transcript_T15H9.7a.1	transcript_NIC58.3085.1
OG0006489	transcript_ZK1307.8.2	transcript_NIC58.3084.1
OG0006490	transcript_ZK1307.7b.1	transcript_NIC58.3083.1
OG0006491	transcript_ZK1307.6b.1	transcript_NIC58.3820.2
OG0006492	transcript_ZK1307.5.2	transcript_NIC58.3819.1
OG0006493	transcript_ZK1307.9.1	transcript_NIC58.3818.1
OG0006494	transcript_ZK1307.4.1	transcript_NIC58.3817.1
OG0006495	transcript_ZK1307.2.1	transcript_NIC58.3816.1
OG0006496	transcript_ZK1307.1a.1	transcript_NIC58.3815.1
OG0006498	transcript_ZK1320.5.1	transcript_NIC58.3808.1
OG0006499	transcript_ZK1320.12b.1	transcript_NIC58.3809.2
OG0006500	transcript_ZK1320.7.1	transcript_NIC58.3810.1
OG0006501	transcript_ZK1320.13.1	transcript_NIC58.3807.1
OG0006502	transcript_ZK1320.9.1	transcript_NIC58.3804.1
OG0006503	transcript_ZK1320.10.1	transcript_NIC58.3803.1
OG0006504	transcript_Y53C12A.8a.1	transcript_NIC58.3802.1
OG0006505	transcript_Y53C12A.7.1	transcript_NIC58.3800.1
OG0006506	transcript_Y53C12A.10.1	transcript_NIC58.3785.1
OG0006507	transcript_Y53C12A.3.1	transcript_NIC58.3786.1
OG0006508	transcript_Y53C12B.6.1	transcript_NIC58.3799.1
OG0006509	transcript_Y53C12B.5a.1	transcript_NIC58.3795.3
OG0006510	transcript_Y53C12B.2.1	transcript_NIC58.3794.1
OG0006511	transcript_Y53C12B.1.1	transcript_NIC58.3793.1
OG0006512	transcript_Y53C12B.3c.1	transcript_NIC58.3792.1
OG0006513	transcript_Y53C12B.7.2	transcript_NIC58.3791.1
OG0006514	transcript_ZK1321.1.1	transcript_NIC58.3789.1
OG0006515	transcript_ZK1321.2c.1	transcript_NIC58.3780.1
OG0006516	transcript_ZK1321.3.1	transcript_NIC58.3770.1
OG0006517	transcript_ZK1321.4b.1	transcript_NIC58.3769.1
OG0006518	transcript_T10B9.9.1	transcript_NIC58.3766.1
OG0006519	transcript_Y53C12C.1.1	transcript_NIC58.3758.1
OG0006520	transcript_ZK938.3.1	transcript_NIC58.3757.2
OG0006521	transcript_C08H9.1.1	transcript_NIC58.3933.1
OG0006522	transcript_C08H9.15.1	transcript_NIC58.3718.1
OG0006523	transcript_C08H9.3a.1	transcript_NIC58.3719.1
OG0006524	transcript_C08H9.16.1	transcript_NIC58.3721.2
OG0006525	transcript_F26C11.2.1	transcript_NIC58.3725.1
OG0006526	transcript_C05C10.3.1	transcript_NIC58.3708.1
OG0006527	transcript_C05C10.7.1	transcript_NIC58.3709.1
OG0006528	transcript_C05C10.5a.1	transcript_NIC58.6880.1
OG0006529	transcript_C05C10.6b.1	transcript_NIC58.3710.3
OG0006530	transcript_R53.1a.1	transcript_NIC58.3711.1
OG0006531	transcript_R53.3a.1	transcript_NIC58.3734.2
OG0006532	transcript_R53.2.1	transcript_NIC58.3733.1
OG0006533	transcript_R53.4.1	transcript_NIC58.3732.1
OG0006534	transcript_R53.6.1	transcript_NIC58.3731.1
OG0006535	transcript_R53.5.1	transcript_NIC58.3707.1
OG0006536	transcript_R53.7b.1	transcript_NIC58.3706.2
OG0006537	transcript_R53.8.1	transcript_NIC58.3705.1
OG0006538	transcript_ZK892.2.1	transcript_NIC58.3931.1
OG0006539	transcript_ZK892.5.1	transcript_NIC58.3938.1
OG0006540	transcript_F52H3.5.1	transcript_NIC58.3936.1
OG0006541	transcript_F52H3.1.2	transcript_NIC58.3939.2
OG0006542	transcript_C18D1.3.1	transcript_NIC58.3941.1
OG0006543	transcript_C18D1.4.1	transcript_NIC58.3944.1
OG0006544	transcript_C18D1.1a.1	transcript_NIC58.3945.1
